time,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy
11477010443000000,0.360,0.600,-4.800,0.002,0.202,0.386,-1.243,-2.377,0.158,0.214,3.558,2.379
11477010443050000,0.120,0.600,-4.801,0.005,0.218,0.683,-0.117,3.571,0.132,0.162,4.159,3.031
11477010443100000,-0.120,0.601,-4.801,0.010,0.039,0.659,-3.557,0.604,0.142,0.137,3.471,2.498
11477010443150000,-0.360,0.601,-4.802,0.017,-0.221,0.628,-5.318,0.295,0.141,0.119,3.017,2.168
11477010443200000,-0.600,0.602,-4.802,0.025,-0.606,0.608,-6.558,0.161,0.126,0.107,2.810,1.940
11477010443250000,-0.840,0.604,-4.803,0.035,-0.921,0.607,-6.493,0.174,0.120,0.097,2.657,1.772
11477010443300000,-1.080,0.606,-4.804,0.046,-1.067,0.558,-5.413,0.082,0.111,0.092,2.470,1.641
11477010443350000,-1.321,0.608,-4.805,0.060,-1.312,0.559,-5.321,0.128,0.104,0.088,2.318,1.535
11477010443400000,-1.561,0.612,-4.806,0.075,-1.460,0.567,-4.701,0.204,0.104,0.084,2.186,1.448
11477010443450000,-1.801,0.616,-4.807,0.091,-1.650,0.578,-4.579,0.271,0.109,0.081,2.075,1.375
11477010443500000,-2.041,0.621,-4.808,0.109,-1.869,0.605,-4.567,0.357,0.116,0.077,1.980,1.313
11477010443550000,-2.282,0.627,-4.809,0.129,-2.133,0.638,-4.631,0.395,0.119,0.074,1.896,1.259
11477010443600000,-2.522,0.634,-4.810,0.151,-2.406,0.583,-4.815,0.047,0.119,0.072,1.822,1.210
11477010443650000,-2.763,0.642,-4.811,0.174,-2.663,0.617,-4.825,0.174,0.118,0.070,1.755,1.166
11477010443700000,-3.003,0.651,-4.812,0.199,-2.922,0.645,-4.764,0.223,0.116,0.068,1.696,1.127
11477010443750000,-3.244,0.662,-4.813,0.226,-3.183,0.691,-4.785,0.353,0.113,0.066,1.642,1.091
11477010443800000,-3.484,0.674,-4.813,0.254,-3.431,0.674,-4.797,0.217,0.111,0.064,1.593,1.059
11477010443850000,-3.725,0.687,-4.814,0.284,-3.693,0.628,-4.862,0.009,0.108,0.064,1.548,1.031
11477010443900000,-3.966,0.702,-4.814,0.315,-3.924,0.677,-4.869,0.190,0.105,0.062,1.507,1.004
