time,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy
1477010464650000,-22.993,6.921,3.744,3.288,-23.051,6.969,3.559,3.785,0.109,0.097,0.468,0.541
1477010464700000,-22.804,7.084,3.813,3.214,-22.848,7.133,3.599,3.734,0.109,0.097,0.467,0.541
1477010464750000,-22.612,7.243,3.881,3.140,-22.619,7.293,3.871,3.623,0.109,0.097,0.467,0.541
1477010464800000,-22.416,7.398,3.946,3.066,-22.447,7.415,3.825,3.486,0.109,0.096,0.466,0.541
1477010464850000,-22.217,7.549,4.010,2.991,-22.199,7.574,4.192,3.359,0.109,0.096,0.466,0.541
1477010464900000,-22.015,7.697,4.071,2.916,-22.027,7.715,4.121,3.290,0.109,0.096,0.465,0.540
1477010464950000,-21.810,7.841,4.130,2.841,-21.824,7.908,4.110,3.357,0.109,0.096,0.465,0.540
1477010465000000,-21.603,7.981,4.187,2.765,-21.632,8.028,4.078,3.249,0.109,0.096,0.464,0.540
1477010465050000,-21.392,8.117,4.242,2.690,-21.425,8.180,4.168,3.196,0.108,0.096,0.464,0.540
1477010465100000,-21.179,8.250,4.294,2.614,-21.223,8.176,4.125,2.833,0.108,0.096,0.463,0.540
1477010465150000,-20.963,8.378,4.345,2.539,-21.016,8.343,4.081,2.914,0.108,0.096,0.463,0.539
1477010465200000,-20.744,8.503,4.394,2.463,-20.854,8.480,4.004,2.883,0.108,0.096,0.463,0.539
1477010465250000,-20.524,8.625,4.441,2.388,-20.592,8.619,4.328,2.785,0.108,0.096,0.462,0.539
1477010465300000,-20.301,8.742,4.486,2.314,-20.350,8.747,4.373,2.768,0.108,0.096,0.462,0.539
1477010465350000,-20.075,8.856,4.529,2.239,-20.138,8.886,4.342,2.777,0.108,0.095,0.461,0.539
1477010465400000,-19.848,8.966,4.570,2.165,-19.958,8.963,4.262,2.630,0.108,0.095,0.461,0.538
1477010465450000,-19.619,9.072,4.609,2.092,-19.748,9.087,4.263,2.609,0.108,0.095,0.461,0.538
1477010465500000,-19.387,9.175,4.647,2.019,-19.543,9.139,4.232,2.434,0.108,0.095,0.461,0.538
1477010465550000,-19.154,9.274,4.683,1.947,-19.286,9.265,4.453,2.378,0.108,0.095,0.461,0.538
1477010465600000,-18.919,9.370,4.717,1.875,-19.004,9.349,4.554,2.325,0.108,0.095,0.460,0.538
1477010465650000,-18.683,9.462,4.749,1.804,-18.772,9.450,4.659,2.245,0.108,0.095,0.460,0.537
1477010465700000,-18.445,9.550,4.780,1.734,-18.524,9.540,4.681,2.203,0.108,0.095,0.459,0.537
1477010465750000,-18.205,9.635,4.810,1.665,-18.235,9.606,4.997,2.015,0.108,0.095,0.459,0.537
1477010465800000,-17.964,9.716,4.837,1.597,-17.943,9.728,5.075,2.075,0.108,0.095,0.458,0.537
1477010465850000,-17.721,9.795,4.864,1.530,-17.681,9.836,5.055,2.109,0.108,0.094,0.458,0.537
1477010465900000,-17.478,9.869,4.889,1.463,-17.416,9.928,5.074,2.086,0.108,0.094,0.457,0.537
1477010465950000,-17.233,9.941,4.912,1.398,-17.147,10.030,5.188,2.033,0.108,0.094,0.457,0.537
1477010466000000,-16.987,10.009,4.934,1.334,-16.887,10.136,5.191,2.042,0.108,0.094,0.457,0.538
1477010466050000,-16.740,10.074,4.955,1.271,-16.611,10.225,5.295,1.975,0.108,0.095,0.457,0.538
1477010466100000,-16.491,10.136,4.975,1.209,-16.381,10.306,5.225,1.923,0.108,0.095,0.456,0.539
1477010466150000,-16.242,10.195,4.993,1.149,-16.102,10.398,5.349,1.859,0.108,0.095,0.456,0.539
1477010466200000,-15.992,10.251,5.010,1.090,-15.894,10.382,5.209,1.607,0.108,0.095,0.456,0.539
1477010466250000,-15.742,10.304,5.027,1.032,-15.632,10.459,5.235,1.583,0.108,0.095,0.455,0.539
1477010466300000,-15.490,10.354,5.042,0.975,-15.440,10.415,5.072,1.298,0.108,0.095,0.455,0.539
1477010466350000,-15.238,10.402,5.056,0.920,-15.120,10.464,5.373,1.150,0.108,0.095,0.455,0.538
1477010466400000,-14.985,10.446,5.069,0.866,-14.874,10.499,5.325,1.095,0.108,0.095,0.454,0.538
1477010466450000,-14.731,10.488,5.081,0.813,-14.627,10.528,5.188,1.092,0.108,0.095,0.454,0.537
1477010466500000,-14.477,10.528,5.092,0.762,-14.407,10.471,5.087,0.845,0.108,0.095,0.453,0.537
1477010466550000,-14.222,10.564,5.103,0.713,-14.134,10.505,5.172,0.797,0.108,0.095,0.453,0.536
1477010466600000,-13.967,10.599,5.113,0.665,-13.826,10.668,5.296,1.070,0.108,0.095,0.452,0.536
1477010466650000,-13.711,10.631,5.122,0.618,-13.563,10.729,5.252,1.119,0.108,0.095,0.452,0.536
1477010466700000,-13.455,10.661,5.130,0.574,-13.333,10.712,5.171,0.957,0.108,0.095,0.451,0.536
1477010466750000,-13.198,10.688,5.137,0.530,-13.054,10.750,5.290,0.877,0.108,0.095,0.451,0.535
1477010466800000,-12.941,10.714,5.144,0.489,-12.807,10.841,5.266,0.964,0.108,0.095,0.451,0.535
1477010466850000,-12.684,10.737,5.151,0.448,-12.529,10.900,5.323,0.969,0.108,0.095,0.450,0.535
1477010466900000,-12.426,10.759,5.157,0.410,-12.318,10.843,5.185,0.735,0.108,0.095,0.450,0.535
1477010466950000,-12.168,10.778,5.162,0.373,-12.054,10.881,5.195,0.739,0.108,0.095,0.449,0.535
1477010467000000,-11.910,10.796,5.167,0.338,-11.817,10.941,5.156,0.775,0.108,0.095,0.449,0.534
1477010467050000,-11.652,10.812,5.171,0.305,-11.527,10.969,5.267,0.718,0.108,0.095,0.448,0.534
1477010467100000,-11.393,10.827,5.175,0.273,-11.314,10.969,5.155,0.626,0.108,0.096,0.448,0.534
1477010467150000,-11.134,10.839,5.178,0.243,-11.007,10.945,5.509,0.287,0.108,0.096,0.448,0.533
1477010467200000,-10.875,10.851,5.182,0.214,-10.727,10.896,5.505,0.164,0.108,0.096,0.447,0.533
1477010467250000,-10.616,10.861,5.184,0.188,-10.458,10.900,5.499,0.143,0.108,0.095,0.447,0.532
1477010467300000,-10.357,10.870,5.187,0.163,-10.241,10.877,5.374,0.058,0.108,0.095,0.447,0.532
1477010467350000,-10.098,10.877,5.189,0.140,-9.992,10.926,5.216,0.292,0.108,0.095,0.446,0.531
1477010467400000,-9.838,10.884,5.191,0.118,-9.741,10.973,5.203,0.350,0.108,0.095,0.446,0.531
1477010467450000,-9.579,10.889,5.193,0.099,-9.504,10.950,5.191,0.214,0.108,0.095,0.446,0.530
1477010467500000,-9.319,10.894,5.194,0.081,-9.252,10.974,5.177,0.236,0.108,0.095,0.445,0.530
1477010467550000,-9.059,10.897,5.196,0.065,-9.003,10.949,5.165,0.138,0.108,0.095,0.445,0.529
1477010467600000,-8.799,10.900,5.197,0.050,-8.745,10.981,5.171,0.186,0.108,0.095,0.444,0.529
1477010467650000,-8.540,10.902,5.198,0.038,-8.502,10.931,5.160,0.022,0.108,0.095,0.444,0.528
1477010467700000,-8.280,10.904,5.198,0.027,-8.362,10.828,4.889,-0.231,0.108,0.095,0.443,0.528
1477010467750000,-8.020,10.905,5.199,0.018,-8.109,10.840,4.891,-0.151,0.108,0.095,0.443,0.527
1477010467800000,-7.760,10.906,5.199,0.011,-7.762,10.905,5.130,0.028,0.108,0.095,0.443,0.527
1477010467850000,-7.500,10.906,5.200,0.005,-7.500,10.899,5.120,0.048,0.108,0.095,0.442,0.526
1477010467900000,-7.240,10.906,5.200,0.002,-7.229,10.889,5.151,0.031,0.108,0.095,0.442,0.526
